trip_id,vehicle_id,start_time,end_time,start_hour,day_of_week,is_weekend,speed_mean,speed_std,idle_time_s,idle_ratio,total_km,stop_count,is_anomaly
V0_T0205,0,2024-05-07 12:22:44,2024-05-07 12:44:32,12,1,0,10.95,12.6124,2077.0,1.5879,3.219,5,0
V0_T0206,0,2024-05-07 14:39:55,2024-05-07 15:13:12,14,1,0,7.58,10.156,4485.0,2.2459,3.429,3,0
V0_T0207,0,2024-05-07 15:54:01,2024-05-07 15:54:17,15,1,0,0.0,0.0,2450.0,153.125,0.0,0,0
V0_T0208,0,2024-05-07 16:08:10,2024-05-07 16:08:36,16,1,0,0.0,0.0,833.0,32.0385,0.0,0,0
V0_T0209,0,2024-05-07 16:38:28,2024-05-07 16:39:33,16,1,0,0.0,0.0,1854.0,28.5231,0.0,0,0
V0_T0210,0,2024-05-07 16:47:12,2024-05-07 16:47:34,16,1,0,0.0,0.0,460.0,20.9091,0.0,0,0
V0_T0211,0,2024-05-07 17:09:56,2024-05-07 17:23:43,17,1,0,19.12,13.1571,1449.0,1.7521,5.032,2,0
V0_T0212,0,2024-05-07 17:23:46,2024-05-07 17:23:48,17,1,0,0.0,0.0,3.0,1.5,0.0,0,0
V0_T0213,0,2024-05-07 17:23:52,2024-05-07 17:24:56,17,1,0,0.0,0.0,29.0,0.4531,0.0,0,0
V0_T0214,0,2024-05-08 08:26:12,2024-05-08 08:28:56,8,2,0,0.0,0.0,2776.0,16.9268,0.0,0,0
V0_T0215,0,2024-05-08 10:04:26,2024-05-08 10:14:36,10,2,0,18.5,12.0436,3077.0,5.0443,4.17,0,0
V0_T0216,0,2024-05-08 10:16:57,2024-05-08 10:19:32,10,2,0,2.31,3.502,141.0,0.9097,0.15,1,0
V0_T0217,0,2024-05-08 10:23:01,2024-05-08 10:25:51,10,2,0,4.62,7.1889,291.0,1.7118,0.129,1,0
V0_T0218,0,2024-05-08 10:58:14,2024-05-08 11:21:15,10,2,0,0.0,0.0,3293.0,2.3845,0.0,0,0
V0_T0219,0,2024-05-08 11:51:33,2024-05-08 11:52:00,11,2,0,0.0,0.0,1818.0,67.3333,0.0,0,0
V0_T0220,0,2024-05-08 16:27:21,2024-05-08 16:41:11,16,2,0,12.02,14.4365,2072.0,2.4964,3.51,2,0
V0_T0221,0,2024-05-08 17:25:30,2024-05-08 17:45:34,17,2,0,8.91,11.7008,3274.0,2.7193,3.041,3,0
V0_T0222,0,2024-05-09 14:38:31,2024-05-09 14:39:00,14,3,0,0.62,1.0681,351.0,12.1034,0.0,0,0
V0_T0223,0,2024-05-10 08:31:13,2024-05-10 08:32:24,8,4,0,0.0,0.0,1934.0,27.2394,0.0,0,0
V0_T0224,0,2024-05-10 09:02:32,2024-05-10 09:28:28,9,4,0,13.57,15.1092,2548.0,1.6375,5.33,4,0
V0_T0225,0,2024-05-10 10:11:08,2024-05-10 10:16:19,10,4,0,12.49,14.0477,2594.0,8.3408,1.879,1,0
V0_T0226,0,2024-05-10 12:22:05,2024-05-10 12:37:38,12,4,0,23.02,16.8491,382.0,0.4094,6.21,0,0
V0_T0227,0,2024-05-10 14:36:40,2024-05-10 15:05:27,14,4,0,13.59,14.2833,4122.0,2.3868,5.401,7,0
V0_T0228,0,2024-05-10 16:39:57,2024-05-10 16:53:58,16,4,0,20.2,15.2352,2168.0,2.5779,5.209,2,0
V0_T0229,0,2024-05-11 08:27:21,2024-05-11 08:52:09,8,5,1,13.6,14.8447,1686.0,1.1331,5.31,5,1
V0_T0230,0,2024-05-11 12:18:44,2024-05-11 12:38:39,12,5,1,10.61,12.2805,510.0,0.4268,3.491,2,0
V0_T0231,0,2024-05-11 14:51:09,2024-05-11 14:55:45,14,5,1,0.31,0.7553,807.0,2.9239,0.388,1,0
V0_T0232,0,2024-05-11 15:31:34,2024-05-11 15:36:29,15,5,1,0.31,0.7553,2334.0,7.9119,0.102,1,0
V0_T0233,0,2024-05-11 15:52:39,2024-05-11 15:54:34,15,5,1,0.0,0.0,753.0,6.5478,0.0,0,0
V0_T0234,0,2024-05-11 16:24:42,2024-05-11 16:24:55,16,5,1,0.0,0.0,1809.0,139.1538,0.0,0,0
V0_T0235,0,2024-05-11 17:05:14,2024-05-11 17:34:40,17,5,1,15.34,15.2696,3270.0,1.8516,6.398,5,0
V0_T0236,0,2024-05-11 17:34:44,2024-05-11 17:35:07,17,5,1,0.0,0.0,18.0,0.7826,0.0,0,0
V0_T0237,0,2024-05-13 09:02:50,2024-05-13 09:03:11,9,0,0,0.0,0.0,2381.0,113.381,0.0,0,0
V0_T0238,0,2024-05-13 09:19:53,2024-05-13 09:21:11,9,0,0,0.0,0.0,1064.0,13.641,0.0,0,0
V0_T0239,0,2024-05-13 10:15:16,2024-05-13 10:16:35,10,0,0,0.62,1.0681,526.0,6.6582,0.06,1,0
V0_T0240,0,2024-05-13 11:10:24,2024-05-13 11:16:42,11,0,0,16.42,11.0149,170.0,0.4497,2.06,1,0
V0_T0241,0,2024-05-13 13:23:38,2024-05-13 13:43:21,13,0,0,19.24,18.1106,1548.0,1.3085,6.721,3,0
V0_T0242,0,2024-05-13 16:52:53,2024-05-13 17:07:46,16,0,0,22.04,16.593,530.0,0.5935,5.949,2,0
V0_T0243,0,2024-05-15 08:22:19,2024-05-15 08:43:15,8,2,0,14.07,13.1462,2110.0,1.6799,4.39,4,0
V0_T0244,0,2024-05-15 08:46:27,2024-05-15 08:55:58,8,2,0,5.41,9.6266,559.0,0.979,1.43,2,0
V0_T0245,0,2024-05-15 09:23:29,2024-05-15 09:35:40,9,2,0,19.82,14.7901,609.0,0.8331,5.119,3,0
V0_T0246,0,2024-05-15 10:19:18,2024-05-15 10:32:42,10,2,0,19.02,14.6209,2794.0,3.4751,5.112,2,0
V0_T0247,0,2024-05-15 12:44:11,2024-05-15 12:45:33,12,2,0,0.0,0.0,604.0,7.3659,0.048,0,0
V0_T0248,0,2024-05-15 12:57:36,2024-05-15 13:33:00,12,2,0,10.55,15.3884,1930.0,0.9087,6.102,5,0
V0_T0249,0,2024-05-15 14:09:00,2024-05-15 14:26:18,14,2,0,23.77,24.5357,2448.0,2.3584,6.408,4,0
V0_T0250,0,2024-05-15 14:29:47,2024-05-15 14:41:51,14,2,0,15.58,17.3689,517.0,0.7141,3.621,5,0
V0_T0251,0,2024-05-15 14:57:51,2024-05-15 15:02:26,14,2,0,18.5,20.2657,987.0,3.5891,1.75,1,0
V0_T0252,0,2024-05-15 16:05:59,2024-05-15 16:24:26,16,2,0,17.97,14.7129,412.0,0.3722,5.299,2,0
V0_T0253,0,2024-05-15 16:24:30,2024-05-15 16:25:17,16,2,0,0.0,0.0,4.0,0.0851,0.0,0,0
V0_T0254,0,2024-05-16 08:28:26,2024-05-16 08:28:41,8,3,0,0.0,0.0,2692.0,179.4667,0.0,0,0
V0_T0255,0,2024-05-16 09:10:48,2024-05-16 09:35:50,9,3,0,15.43,13.1442,3035.0,2.0206,6.891,5,0
V0_T0256,0,2024-05-16 10:30:35,2024-05-16 10:31:03,10,3,0,0.0,0.0,3285.0,117.3214,0.0,0,0
V0_T0257,0,2024-05-16 13:10:52,2024-05-16 13:11:58,13,3,0,0.62,1.0681,2264.0,34.303,0.0,1,0
V0_T0258,0,2024-05-16 14:20:46,2024-05-16 14:39:04,14,3,0,19.1,16.4736,826.0,0.7523,5.84,1,0
V0_T0259,0,2024-05-17 08:35:50,2024-05-17 08:37:57,8,4,0,0.0,0.0,2290.0,18.0315,0.0,0,0
V0_T0260,0,2024-05-20 09:26:04,2024-05-20 09:39:48,9,0,0,30.1,19.9266,638.0,0.7743,8.109,2,0
V0_T0261,0,2024-05-20 09:49:19,2024-05-20 09:57:15,9,0,0,5.55,8.4373,809.0,1.6996,0.66,2,0
V0_T0262,0,2024-05-20 10:12:45,2024-05-20 10:14:04,10,0,0,0.0,0.0,992.0,12.557,0.0,0,0
V0_T0263,0,2024-05-20 11:22:59,2024-05-20 11:59:10,11,0,0,22.89,20.9727,1173.0,0.5403,12.961,4,0
V0_T0264,0,2024-05-20 12:04:17,2024-05-20 12:05:13,12,0,0,0.0,0.0,307.0,5.4821,0.0,0,0
V0_T0265,0,2024-05-20 12:28:28,2024-05-20 12:35:35,12,0,0,0.69,0.9575,1580.0,3.7002,0.209,1,0
V0_T0266,0,2024-05-20 12:58:27,2024-05-20 12:59:45,12,0,0,0.62,1.0681,1372.0,17.5897,0.0,1,0
V0_T0267,0,2024-05-20 13:34:58,2024-05-20 13:35:55,13,0,0,0.0,0.0,2113.0,37.0702,0.071,0,0
V0_T0268,0,2024-05-20 13:40:16,2024-05-20 13:40:39,13,0,0,0.0,0.0,261.0,11.3478,0.0,0,0
V0_T0269,0,2024-05-20 13:45:09,2024-05-20 13:45:29,13,0,0,0.0,0.0,271.0,13.55,0.0,0,0
V0_T0270,0,2024-05-20 13:52:24,2024-05-20 13:53:45,13,0,0,0.0,0.0,477.0,5.8889,0.0,0,0
V0_T0271,0,2024-05-20 16:45:51,2024-05-20 17:00:47,16,0,0,20.41,15.841,825.0,0.9208,5.85,3,0
V0_T0272,0,2024-05-20 17:12:36,2024-05-20 17:35:45,17,0,0,15.52,14.3864,1284.0,0.9244,5.83,6,0
V0_T0273,0,2024-05-20 17:58:39,2024-05-20 18:15:52,17,0,0,15.66,10.63,1542.0,1.4927,5.91,3,0
V0_T0274,0,2024-05-21 08:33:26,2024-05-21 08:34:19,8,1,0,0.0,0.0,61.0,1.1509,0.0,0,0
V0_T0275,0,2024-05-21 09:44:16,2024-05-21 09:49:27,9,1,0,17.65,15.5263,217.0,0.6977,1.711,1,0
V0_T0276,0,2024-05-21 11:22:52,2024-05-21 11:27:58,11,1,0,0.31,0.7553,2119.0,6.9248,0.158,1,0
V0_T0277,0,2024-05-21 13:03:31,2024-05-21 13:04:58,13,1,0,0.0,0.0,2179.0,25.046,0.0,0,0
V0_T0278,0,2024-05-21 13:49:12,2024-05-21 13:51:27,13,1,0,0.0,0.0,2777.0,20.5704,0.0,0,0
V0_T0279,0,2024-05-21 16:19:01,2024-05-21 16:19:56,16,1,0,0.0,0.0,1514.0,27.5273,0.0,0,0
V0_T0280,0,2024-05-21 16:42:27,2024-05-21 16:42:53,16,1,0,0.0,0.0,193.0,7.4231,0.0,0,0
V0_T0281,0,2024-05-21 17:22:09,2024-05-21 17:22:32,17,1,0,0.0,0.0,2356.0,102.4348,0.0,0,0
V0_T0282,0,2024-05-23 08:35:00,2024-05-23 08:36:07,8,3,0,0.0,0.0,1564.0,23.3433,0.0,0,0
V0_T0283,0,2024-05-23 08:36:11,2024-05-23 08:36:26,8,3,0,0.0,0.0,4.0,0.2667,0.0,0,0
V0_T0284,0,2024-05-23 08:45:20,2024-05-23 09:12:38,8,3,0,13.6,14.3911,1334.0,0.8144,5.18,4,0
V0_T0285,0,2024-05-23 09:42:11,2024-05-23 10:08:13,9,3,0,13.9,13.9082,2539.0,1.6255,5.67,4,0
V0_T0286,0,2024-05-23 10:26:37,2024-05-23 10:27:41,10,3,0,0.0,0.0,1165.0,18.2031,0.06,0,0
V0_T0287,0,2024-05-23 11:20:22,2024-05-23 11:37:29,11,3,0,24.86,13.3069,621.0,0.6047,7.66,2,0
V0_T0288,0,2024-05-23 11:57:02,2024-05-23 12:08:19,11,3,0,19.56,14.0961,1297.0,1.9158,4.25,0,0
V0_T0289,0,2024-05-23 12:11:27,2024-05-23 12:21:53,12,3,0,22.82,14.3861,249.0,0.3978,4.14,1,0
V0_T0290,0,2024-05-24 08:32:27,2024-05-24 08:33:13,8,4,0,0.0,0.0,2813.0,61.1522,0.0,0,0
V0_T0291,0,2024-05-24 08:47:27,2024-05-24 10:01:15,8,4,0,7.97,12.8653,3893.0,0.8792,7.619,7,1
V0_T0292,0,2024-05-24 10:41:17,2024-05-24 11:16:28,10,4,0,15.45,18.5879,3632.0,1.7205,7.561,5,0
V0_T0293,0,2024-05-24 11:16:53,2024-05-24 11:17:37,11,4,0,0.0,0.0,41.0,0.9318,0.0,0,0
V0_T0294,0,2024-05-24 11:31:27,2024-05-24 11:33:04,11,4,0,0.0,0.0,892.0,9.1959,0.051,0,0
V0_T0295,0,2024-05-24 13:01:44,2024-05-24 13:20:31,13,4,0,16.94,12.018,1863.0,1.6531,5.879,3,0
V0_T0296,0,2024-05-24 15:01:28,2024-05-24 15:02:36,15,4,0,4.81,6.6188,2402.0,35.3235,0.009,1,0
V0_T0297,0,2024-05-24 16:32:00,2024-05-24 16:33:12,16,4,0,1.23,2.1362,1694.0,23.5278,0.0,1,0
V0_T0298,0,2024-05-25 08:45:17,2024-05-25 08:46:11,8,5,1,0.0,0.0,3203.0,59.3148,0.0,0,0
V0_T0299,0,2024-05-25 09:38:49,2024-05-25 09:39:19,9,5,1,0.0,0.0,3159.0,105.3,0.0,0,0
V0_T0300,0,2024-05-25 16:41:31,2024-05-25 16:59:13,16,5,1,19.25,15.7167,3556.0,3.3484,6.221,2,0
V0_T0301,0,2024-05-25 18:37:14,2024-05-25 18:40:18,18,5,1,6.94,5.9947,1342.0,7.2935,0.432,1,0
V0_T0302,0,2024-05-25 18:44:18,2024-05-25 18:59:13,18,5,1,19.27,13.811,363.0,0.4056,5.66,2,0
V0_T0303,0,2024-05-25 18:59:16,2024-05-25 18:59:37,18,5,1,0.0,0.0,3.0,0.1429,0.0,0,0
V0_T0304,0,2024-05-31 08:31:39,2024-05-31 08:47:02,8,4,0,15.06,13.0197,1194.0,1.2936,4.129,2,0
V0_T0305,0,2024-05-31 08:54:27,2024-08-02 08:32:37,8,4,0,1.9,5.3559,630.0,0.0001,1041.551,4,1
V0_T0306,0,2024-08-02 09:37:20,2024-08-02 10:09:36,9,4,0,6.36,11.8027,1922.0,0.9928,1.891,2,0
V0_T0307,0,2024-08-02 12:28:38,2024-08-02 13:00:00,12,4,0,13.46,14.7128,2016.0,1.0712,7.0,7,0
V0_T0308,0,2024-08-02 13:25:30,2024-08-02 13:46:08,13,4,0,27.65,19.2206,1753.0,1.416,10.0,3,0
V0_T0309,0,2024-08-02 14:54:00,2024-08-02 14:54:35,14,4,0,1.23,1.0681,0.0,0.0,0.0,1,0
V0_T0310,0,2024-08-02 15:03:00,2024-08-02 15:05:50,15,4,0,0.0,0.0,628.0,3.6941,0.0,0,0
V0_T0311,0,2024-08-02 15:16:23,2024-08-02 15:18:18,15,4,0,0.62,1.0681,694.0,6.0348,0.0,0,0
V0_T0312,0,2024-08-02 15:32:53,2024-08-02 16:08:50,15,4,0,15.61,16.8045,1890.0,0.8762,8.31,6,0
V0_T0313,0,2024-08-02 16:09:36,2024-08-02 16:10:42,16,4,0,0.62,1.0681,46.0,0.697,0.049,1,0
V0_T0314,0,2024-08-02 16:49:06,2024-08-02 17:06:44,16,4,0,21.85,15.6868,2367.0,2.2372,7.741,2,0
V0_T0315,0,2024-08-05 10:12:55,2024-08-05 10:20:05,10,0,0,14.92,11.6474,486.0,1.1302,2.019,2,0
V0_T0316,0,2024-08-05 10:25:06,2024-08-05 10:31:13,10,0,0,15.21,12.1587,362.0,0.9864,2.219,1,0
V0_T0317,0,2024-08-05 10:33:23,2024-08-05 10:45:58,10,0,0,22.29,18.9471,252.0,0.3338,5.861,1,0
V0_T0318,0,2024-08-05 11:32:49,2024-08-05 11:37:49,11,0,0,0.31,0.7553,2996.0,9.9867,0.049,1,0
V0_T0319,0,2024-08-05 15:57:08,2024-08-05 16:19:07,15,0,0,24.59,17.455,1036.0,0.7854,9.91,3,0
V0_T0320,0,2024-08-05 16:34:24,2024-08-05 16:35:06,16,0,0,0.0,0.0,917.0,21.8333,0.0,0,0
V0_T0321,0,2024-08-06 08:23:09,2024-08-06 08:23:56,8,1,0,0.0,0.0,1789.0,38.0638,0.0,0,0
V0_T0322,0,2024-08-06 08:38:46,2024-08-06 08:41:53,8,1,0,0.31,0.7553,1014.0,5.4225,0.061,1,0
V0_T0323,0,2024-08-06 09:26:44,2024-08-06 09:37:18,9,1,0,24.44,20.441,588.0,0.9274,4.599,1,0
V0_T0324,0,2024-08-06 09:40:35,2024-08-06 09:58:41,9,1,0,18.91,21.1514,594.0,0.547,5.721,4,0
V0_T0325,0,2024-08-06 10:29:33,2024-08-06 10:31:02,10,1,0,0.62,1.0681,1852.0,20.809,0.0,1,0
V0_T0326,0,2024-08-06 12:31:09,2024-08-06 12:38:54,12,1,0,15.15,11.0632,3707.0,7.972,1.779,2,0
V0_T0327,0,2024-08-06 13:43:26,2024-08-06 13:45:15,13,1,0,4.62,7.1889,292.0,2.6789,0.051,1,0
V0_T0328,0,2024-08-06 13:47:23,2024-08-06 14:06:54,13,1,0,27.99,19.0623,315.0,0.269,9.881,3,0
V0_T0329,0,2024-08-06 16:19:08,2024-08-06 16:20:05,16,1,0,0.0,0.0,585.0,10.2632,0.0,0,0
V0_T0330,0,2024-08-06 16:53:34,2024-08-06 16:53:55,16,1,0,0.0,0.0,2009.0,95.6667,0.0,0,0
V0_T0331,0,2024-08-06 16:57:15,2024-08-06 16:57:31,16,1,0,0.0,0.0,201.0,12.5625,0.0,0,0
V0_T0332,0,2024-08-06 17:04:07,2024-08-06 17:04:18,17,1,0,0.0,0.0,396.0,36.0,0.0,0,0
V0_T0333,0,2024-08-07 08:39:33,2024-08-07 09:22:54,8,2,0,12.18,13.816,2470.0,0.9496,8.478,6,1
V0_T0334,0,2024-08-07 09:54:00,2024-08-07 10:24:44,9,2,0,13.88,16.7288,2985.0,1.6188,6.942,2,0
V0_T0335,0,2024-08-07 10:46:47,2024-08-07 11:26:05,10,2,0,11.06,17.9979,2964.0,1.257,5.648,3,0
V0_T0336,0,2024-08-07 11:35:35,2024-08-07 11:36:28,11,2,0,3.7,6.4086,570.0,10.7547,0.0,1,0
V0_T0337,0,2024-08-07 12:24:50,2024-08-07 12:36:28,12,2,0,16.11,12.3619,3025.0,4.3338,2.762,1,0
V0_T0338,0,2024-08-07 13:10:47,2024-08-07 13:17:43,13,2,0,0.0,0.0,2428.0,5.8365,0.0,0,0
V0_T0339,0,2024-08-07 13:27:18,2024-08-07 13:38:06,13,2,0,11.49,13.7418,879.0,1.3565,2.059,4,0
V0_T0340,0,2024-08-07 13:41:22,2024-08-07 13:41:45,13,2,0,0.92,1.3081,196.0,8.5217,0.0,0,0
V0_T0341,0,2024-08-07 14:04:20,2024-08-07 14:04:51,14,2,0,0.62,1.0681,167.0,5.3871,0.06,0,0
V0_T0342,0,2024-08-07 14:08:39,2024-08-07 14:17:45,14,2,0,10.77,11.2955,474.0,0.8681,1.42,2,0
V0_T0343,0,2024-08-07 14:31:53,2024-08-07 14:45:46,14,2,0,20.99,17.0069,1085.0,1.3025,5.199,3,0
V0_T0344,0,2024-08-07 15:14:42,2024-08-07 15:17:58,15,2,0,0.74,1.0133,1859.0,9.4847,0.0,0,0
V0_T0345,0,2024-08-07 17:23:49,2024-08-07 17:24:34,17,2,0,0.0,0.0,443.0,9.8444,0.0,0,0
V0_T0346,0,2024-08-07 17:43:10,2024-08-07 18:15:07,17,2,0,14.5,12.336,1863.0,0.9718,7.391,7,0
V0_T0347,0,2024-08-07 18:20:40,2024-08-07 18:36:31,18,2,0,18.5,13.7946,615.0,0.6467,5.619,3,0
V0_T0348,0,2024-08-08 08:41:15,2024-08-08 08:43:24,8,3,0,0.0,0.0,1628.0,12.6202,0.0,0,0
V0_T0349,0,2024-08-08 08:53:56,2024-08-08 08:58:17,8,3,0,0.31,0.7553,817.0,3.1303,0.0,1,0
V0_T0350,0,2024-08-08 09:11:21,2024-08-08 09:13:44,9,3,0,0.0,0.0,908.0,6.3497,0.0,0,0
V0_T0351,0,2024-08-08 15:25:35,2024-08-08 15:26:45,15,3,0,0.0,0.0,3567.0,50.9571,0.0,0,0
V0_T0352,0,2024-08-09 08:33:13,2024-08-09 08:34:34,8,4,0,0.62,1.0681,2784.0,34.3704,0.0,1,0
V0_T0353,0,2024-08-09 08:35:01,2024-08-09 08:35:07,8,4,0,0.0,0.0,27.0,4.5,0.0,0,0
V0_T0354,0,2024-08-09 11:37:38,2024-08-09 11:37:53,11,4,0,0.0,0.0,3535.0,235.6667,0.0,0,0
V0_T0355,0,2024-08-09 12:29:22,2024-08-09 12:44:38,12,4,0,21.53,13.6248,3213.0,3.5076,6.199,2,0
V0_T0356,0,2024-08-09 14:40:33,2024-08-09 15:17:01,14,4,0,15.25,13.8277,4382.0,2.0027,9.411,8,0
V0_T0357,0,2024-08-09 15:36:17,2024-08-09 15:37:38,15,4,0,0.62,1.0681,1156.0,14.2716,0.099,1,0
V0_T0358,0,2024-08-09 17:45:09,2024-08-09 18:15:42,17,4,0,14.98,13.4097,1098.0,0.599,7.721,6,0
V0_T0359,0,2024-08-10 09:46:23,2024-08-10 10:11:17,9,5,1,16.6,15.4185,2366.0,1.5837,6.551,5,0
V0_T0360,0,2024-08-10 10:48:18,2024-08-10 10:48:51,10,5,1,0.0,0.0,2221.0,67.303,0.08,0,0
V0_T0361,0,2024-08-10 10:53:05,2024-08-10 10:53:34,10,5,1,0.0,0.0,254.0,8.7586,0.0,0,0
V0_T0362,0,2024-08-10 14:34:08,2024-08-10 14:57:45,14,5,1,15.94,13.2227,2605.0,1.8384,6.859,3,0
V0_T0363,0,2024-08-13 08:21:37,2024-08-13 08:25:51,8,1,0,0.26,0.6992,361.0,1.4213,0.0,1,0
V0_T0364,0,2024-08-13 10:32:40,2024-08-13 10:32:57,10,1,0,0.0,0.0,698.0,41.0588,0.0,0,0
V0_T0365,0,2024-08-13 10:40:35,2024-08-13 10:41:54,10,1,0,0.0,0.0,520.0,6.5823,0.0,0,0
V0_T0366,0,2024-08-13 11:20:58,2024-08-13 11:43:22,11,1,0,11.22,15.0584,3082.0,2.2932,3.691,4,0
V0_T0367,0,2024-08-13 11:52:06,2024-08-13 11:52:32,11,1,0,0.0,0.0,524.0,20.1538,0.0,0,0
V0_T0368,0,2024-08-13 12:24:42,2024-08-13 13:10:30,12,1,0,22.55,11.899,2346.0,0.8537,17.84,5,0
V0_T0369,0,2024-08-13 16:19:50,2024-08-13 16:20:44,16,1,0,0.0,0.0,375.0,6.9444,0.0,0,0
V0_T0370,0,2024-08-13 16:38:37,2024-08-13 16:39:21,16,1,0,0.0,0.0,1073.0,24.3864,0.0,0,0
V0_T0371,0,2024-08-14 08:15:18,2024-08-14 08:17:54,8,2,0,0.0,0.0,1197.0,7.6731,0.0,0,0
V0_T0372,0,2024-08-14 08:37:23,2024-08-14 09:18:26,8,2,0,17.4,18.0614,2248.0,0.9127,10.519,5,0
V0_T0373,0,2024-08-14 09:25:52,2024-08-14 09:27:53,9,2,0,0.0,0.0,507.0,4.1901,0.0,0,0
V0_T0374,0,2024-08-14 09:47:19,2024-08-14 10:06:27,9,2,0,3.7,6.7096,2083.0,1.8145,0.401,4,0
V0_T0375,0,2024-08-14 10:32:45,2024-08-14 11:37:34,10,2,0,17.63,15.1604,3110.0,0.7997,17.718,8,1
V0_T0376,0,2024-08-14 11:59:54,2024-08-14 12:27:16,11,2,0,16.83,17.0652,1918.0,1.1681,7.772,5,0
V0_T0377,0,2024-08-14 12:36:59,2024-08-14 12:37:36,12,2,0,0.0,0.0,583.0,15.7568,0.0,0,0
V0_T0378,0,2024-08-14 12:45:11,2024-08-14 12:56:23,12,2,0,0.0,0.0,1069.0,1.5908,0.0,0,0
V0_T0379,0,2024-08-14 13:08:47,2024-08-14 13:08:52,13,2,0,0.0,0.0,744.0,148.8,0.0,0,0
V0_T0380,0,2024-08-14 13:27:44,2024-08-14 13:40:19,13,2,0,3.59,5.9758,1735.0,2.298,0.209,2,0
V0_T0381,0,2024-08-14 15:47:18,2024-08-14 16:02:04,15,2,0,22.2,14.2057,410.0,0.4628,5.949,1,0
V0_T0382,0,2024-08-14 17:04:21,2024-08-14 17:05:44,17,2,0,0.0,0.0,148.0,1.7831,0.0,0,0
V0_T0383,0,2024-08-14 17:06:17,2024-08-15 08:37:45,17,2,0,5.89,10.2635,515.0,0.0092,1.42,2,1
V0_T0384,0,2024-08-15 08:39:29,2024-08-15 08:54:16,8,3,0,23.46,17.802,330.0,0.372,5.99,4,0
V0_T0385,0,2024-08-15 09:34:23,2024-08-15 09:38:30,9,3,0,1.23,1.9107,1852.0,7.498,0.16,1,0
V0_T0386,0,2024-08-15 10:47:55,2024-08-15 11:16:33,10,3,0,22.24,17.9082,3695.0,2.1508,8.961,5,0
V0_T0387,0,2024-08-15 11:23:47,2024-08-15 11:55:07,11,3,0,17.96,19.8077,1236.0,0.6574,9.381,8,0
V0_T0388,0,2024-08-15 11:59:18,2024-08-15 12:00:59,11,3,0,0.62,1.0681,312.0,3.0891,0.059,0,0
V0_T0389,0,2024-08-15 12:14:27,2024-08-15 12:14:39,12,3,0,0.0,0.0,808.0,67.3333,0.0,0,0
V0_T0390,0,2024-08-15 12:18:42,2024-08-15 12:30:32,12,3,0,0.0,0.0,920.0,1.2958,0.009,0,0
V0_T0391,0,2024-08-15 12:47:03,2024-08-15 12:48:00,12,3,0,0.0,0.0,992.0,17.4035,0.0,0,0
V0_T0392,0,2024-08-15 13:24:29,2024-08-15 13:45:01,13,3,0,1.7,3.9684,3294.0,2.6737,0.391,2,0
V0_T0393,0,2024-08-15 13:53:34,2024-08-15 14:03:32,13,3,0,19.24,13.4535,575.0,0.9615,3.551,2,0
V0_T0394,0,2024-08-15 14:11:39,2024-08-15 14:24:53,14,3,0,12.7,13.3564,721.0,0.9081,3.228,2,0
V0_T0395,0,2024-08-15 15:21:30,2024-08-15 15:26:18,15,3,0,10.41,5.9613,3458.0,12.0069,0.59,1,0
V0_T0396,0,2024-08-15 15:33:14,2024-08-15 15:35:45,15,3,0,6.01,8.3762,501.0,3.3179,0.141,1,0
V0_T0397,0,2024-08-15 15:47:49,2024-08-15 15:50:59,15,3,0,5.29,7.952,848.0,4.4632,0.179,0,0
V0_T0398,0,2024-08-15 16:11:29,2024-08-15 16:12:11,16,3,0,4.32,7.4767,1230.0,29.2857,0.01,1,0
V0_T0399,0,2024-08-15 17:58:56,2024-08-15 17:59:40,17,3,0,8.72,8.4585,2772.0,63.0,0.102,1,0
V0_T0400,0,2024-08-15 18:47:26,2024-08-15 18:48:39,18,3,0,5.55,6.0797,2867.0,39.274,0.16,1,0
V0_T0401,0,2024-08-15 18:52:46,2024-08-15 18:54:00,18,3,0,3.24,5.3137,247.0,3.3378,0.129,1,0
V0_T0402,0,2024-08-15 19:11:42,2024-08-15 19:11:56,19,3,0,0.0,0.0,1063.0,75.9286,0.0,0,0
V0_T0403,0,2024-08-15 19:27:39,2024-08-15 19:59:44,19,3,0,17.3,16.0717,1737.0,0.9023,10.41,6,0
V0_T0404,0,2024-08-16 08:12:20,2024-08-16 08:15:27,8,4,0,0.0,0.0,3726.0,19.9251,0.0,0,0
V0_T0405,0,2024-08-16 09:16:54,2024-08-16 09:17:05,9,4,0,0.0,0.0,16.0,1.4545,0.0,0,0
V0_T0406,0,2024-08-16 10:34:08,2024-08-16 10:34:47,10,4,0,0.92,1.3081,988.0,25.3333,0.0,0,0
V0_T0407,0,2024-08-16 11:03:33,2024-08-16 11:05:04,11,4,0,0.0,0.0,1788.0,19.6484,0.0,0,0
V0_T0408,0,2024-08-16 11:59:33,2024-08-16 11:59:49,11,4,0,0.0,0.0,3269.0,204.3125,0.0,0,0
V0_T0409,0,2024-08-16 12:01:01,2024-08-16 12:01:15,12,4,0,0.0,0.0,72.0,5.1429,0.0,0,0
V0_T0410,0,2024-08-16 12:02:18,2024-08-16 12:03:01,12,4,0,0.0,0.0,64.0,1.4884,0.0,0,0
V0_T0411,0,2024-08-16 12:03:15,2024-08-16 12:03:44,12,4,0,0.0,0.0,19.0,0.6552,0.0,0,0
